domain,head_entity,tail_entity,ungrounded_question,grounded_question,ground_truth,head_sitelinks,tail_sitelinks
short_film,D. W. Griffith,The Cardinal's Conspiracy,"When was the short film ""The Cardinal's Conspiracy"" released?","When was D. W. Griffith's short film ""The Cardinal's Conspiracy"" released?",1909-01-01,79,3
short_film,D. W. Griffith,The Chief's Blanket,"When was the short film ""The Chief's Blanket"" released?","When was D. W. Griffith's short film ""The Chief's Blanket"" released?",1912-01-01,79,9
short_film,D. W. Griffith,The Chief's Daughter,"When was the short film ""The Chief's Daughter"" released?","When was D. W. Griffith's short film ""The Chief's Daughter"" released?",1911-01-01,79,3
short_film,D. W. Griffith,The Children's Friend,"When was the short film ""The Children's Friend"" released?","When was D. W. Griffith's short film ""The Children's Friend"" released?",1909-01-01,79,2
short_film,D. W. Griffith,The Cloister's Touch,"When was the short film ""The Cloister's Touch"" released?","When was D. W. Griffith's short film ""The Cloister's Touch"" released?",1910-01-01,79,2
short_film,D. W. Griffith,The Coming of Angelo,"When was the short film ""The Coming of Angelo"" released?","When was D. W. Griffith's short film ""The Coming of Angelo"" released?",1913-01-01,79,2
short_film,D. W. Griffith,The Conscience of Hassan Bey,"When was the short film ""The Conscience of Hassan Bey"" released?","When was D. W. Griffith's short film ""The Conscience of Hassan Bey"" released?",1913-01-01,79,9
short_film,D. W. Griffith,The Converts,"When was the short film ""The Converts"" released?","When was D. W. Griffith's short film ""The Converts"" released?",1910-01-01,79,2
short_film,D. W. Griffith,The Crooked Road,"When was the short film ""The Crooked Road"" released?","When was D. W. Griffith's short film ""The Crooked Road"" released?",1911-01-01,79,8
short_film,D. W. Griffith,The Dancing Girl of Butte,"When was the short film ""The Dancing Girl of Butte"" released?","When was D. W. Griffith's short film ""The Dancing Girl of Butte"" released?",1910-01-01,79,2
short_film,D. W. Griffith,The Diamond Star,"When was the short film ""The Diamond Star"" released?","When was D. W. Griffith's short film ""The Diamond Star"" released?",1911-01-01,79,2
short_film,D. W. Griffith,The Drive for a Life,"When was the short film ""The Drive for a Life"" released?","When was D. W. Griffith's short film ""The Drive for a Life"" released?",1909-01-01,79,2
short_film,D. W. Griffith,The Duke's Plan,"When was the short film ""The Duke's Plan"" released?","When was D. W. Griffith's short film ""The Duke's Plan"" released?",1910-01-01,79,2
short_film,D. W. Griffith,The Eavesdropper,"When was the short film ""The Eavesdropper"" released?","When was D. W. Griffith's short film ""The Eavesdropper"" released?",1909-01-01,79,2
short_film,D. W. Griffith,The Enemy's Baby,"When was the short film ""The Enemy's Baby"" released?","When was D. W. Griffith's short film ""The Enemy's Baby"" released?",1913-01-01,79,8
short_film,D. W. Griffith,The Expiation,"When was the short film ""The Expiation"" released?","When was D. W. Griffith's short film ""The Expiation"" released?",1909-01-01,79,1
short_film,D. W. Griffith,The Face at the Window,"When was the short film ""The Face at the Window"" released?","When was D. W. Griffith's short film ""The Face at the Window"" released?",1910-01-01,79,2
short_film,D. W. Griffith,The Faded Lilies,"When was the short film ""The Faded Lilies"" released?","When was D. W. Griffith's short film ""The Faded Lilies"" released?",1909-01-01,79,2
short_film,D. W. Griffith,The Failure,"When was the short film ""The Failure"" released?","When was D. W. Griffith's short film ""The Failure"" released?",1911-01-01,79,2
short_film,D. W. Griffith,The Final Settlement,"When was the short film ""The Final Settlement"" released?","When was D. W. Griffith's short film ""The Final Settlement"" released?",1910-01-01,79,2
short_film,D. W. Griffith,The French Duel,"When was the short film ""The French Duel"" released?","When was D. W. Griffith's short film ""The French Duel"" released?",1909-01-01,79,2
short_film,D. W. Griffith,The Friend of the Family,"When was the short film ""The Friend of the Family"" released?","When was D. W. Griffith's short film ""The Friend of the Family"" released?",1909-01-01,79,2
short_film,D. W. Griffith,The God Within,"When was the short film ""The God Within"" released?","When was D. W. Griffith's short film ""The God Within"" released?",1912-01-01,79,9
short_film,D. W. Griffith,The Golden Supper,"When was the short film ""The Golden Supper"" released?","When was D. W. Griffith's short film ""The Golden Supper"" released?",1910-01-01,79,2
short_film,D. W. Griffith,The Gold Seekers,"When was the short film ""The Gold Seekers"" released?","When was D. W. Griffith's short film ""The Gold Seekers"" released?",1910-01-01,79,2
short_film,D. W. Griffith,The Heart of an Outlaw,"When was the short film ""The Heart of an Outlaw"" released?","When was D. W. Griffith's short film ""The Heart of an Outlaw"" released?",1909-01-01,79,1
short_film,D. W. Griffith,The Heart of a Savage,"When was the short film ""The Heart of a Savage"" released?","When was D. W. Griffith's short film ""The Heart of a Savage"" released?",1911-01-01,79,2
short_film,D. W. Griffith,The Hero of Little Italy,"When was the short film ""The Hero of Little Italy"" released?","When was D. W. Griffith's short film ""The Hero of Little Italy"" released?",1913-01-01,79,9
short_film,D. W. Griffith,The Honor of His Family,"When was the short film ""The Honor of His Family"" released?","When was D. W. Griffith's short film ""The Honor of His Family"" released?",1910-01-01,79,1
short_film,D. W. Griffith,The Iconoclast,"When was the short film ""The Iconoclast"" released?","When was D. W. Griffith's short film ""The Iconoclast"" released?",1910-01-01,79,1
short_film,D. W. Griffith,The Impalement,"When was the short film ""The Impalement"" released?","When was D. W. Griffith's short film ""The Impalement"" released?",1910-01-01,79,1
short_film,D. W. Griffith,The Indian Brothers,"When was the short film ""The Indian Brothers"" released?","When was D. W. Griffith's short film ""The Indian Brothers"" released?",1911-01-01,79,8
short_film,D. W. Griffith,The Indian Runner's Romance,"When was the short film ""The Indian Runner's Romance"" released?","When was D. W. Griffith's short film ""The Indian Runner's Romance"" released?",1909-01-01,79,2
short_film,D. W. Griffith,The Inner Circle,"When was the short film ""The Inner Circle"" released?","When was D. W. Griffith's short film ""The Inner Circle"" released?",1912-01-01,79,9
short_film,D. W. Griffith,The Jilt,"When was the short film ""The Jilt"" released?","When was D. W. Griffith's short film ""The Jilt"" released?",1909-01-01,79,1
short_film,D. W. Griffith,The Last Deal,"When was the short film ""The Last Deal"" released?","When was D. W. Griffith's short film ""The Last Deal"" released?",1910-01-01,79,1
short_film,D. W. Griffith,The Left-Handed Man,"When was the short film ""The Left-Handed Man"" released?","When was D. W. Griffith's short film ""The Left-Handed Man"" released?",1913-01-01,79,9
short_film,D. W. Griffith,The Lesson,"When was the short film ""The Lesson"" released?","When was D. W. Griffith's short film ""The Lesson"" released?",1910-01-01,79,2
short_film,D. W. Griffith,The Light That Came,"When was the short film ""The Light That Came"" released?","When was D. W. Griffith's short film ""The Light That Came"" released?",1909-01-01,79,2
short_film,D. W. Griffith,The Lily of the Tenements,"When was the short film ""The Lily of the Tenements"" released?","When was D. W. Griffith's short film ""The Lily of the Tenements"" released?",1911-01-01,79,9
short_film,D. W. Griffith,The Little Teacher,"When was the short film ""The Little Teacher"" released?","When was D. W. Griffith's short film ""The Little Teacher"" released?",1909-01-01,79,2
short_film,D. W. Griffith,The Little Tease,"When was the short film ""The Little Tease"" released?","When was D. W. Griffith's short film ""The Little Tease"" released?",1913-01-01,79,6
short_film,D. W. Griffith,The Long Road,"When was the short film ""The Long Road"" released?","When was D. W. Griffith's short film ""The Long Road"" released?",1911-01-01,79,9
short_film,D. W. Griffith,The Man,"When was the short film ""The Man"" released?","When was D. W. Griffith's short film ""The Man"" released?",1910-01-01,79,2
short_film,D. W. Griffith,The Marked Time-Table,"When was the short film ""The Marked Time-Table"" released?","When was D. W. Griffith's short film ""The Marked Time-Table"" released?",1910-01-01,79,1
short_film,D. W. Griffith,The Mender of Nets,"When was the short film ""The Mender of Nets"" released?","When was D. W. Griffith's short film ""The Mender of Nets"" released?",1912-01-01,79,3
short_film,D. W. Griffith,The Message,"When was the short film ""The Message"" released?","When was D. W. Griffith's short film ""The Message"" released?",1909-01-01,79,2
short_film,D. W. Griffith,The Message of the Violin,"When was the short film ""The Message of the Violin"" released?","When was D. W. Griffith's short film ""The Message of the Violin"" released?",1910-01-01,79,2
short_film,D. W. Griffith,The Mexican Sweethearts,"When was the short film ""The Mexican Sweethearts"" released?","When was D. W. Griffith's short film ""The Mexican Sweethearts"" released?",1909-01-01,79,1
short_film,D. W. Griffith,The Mills of the Gods,"When was the short film ""The Mills of the Gods"" released?","When was D. W. Griffith's short film ""The Mills of the Gods"" released?",1909-01-01,79,3
short_film,D. W. Griffith,The Miser's Heart,"When was the short film ""The Miser's Heart"" released?","When was D. W. Griffith's short film ""The Miser's Heart"" released?",1911-01-01,79,9
short_film,D. W. Griffith,The Mistake,"When was the short film ""The Mistake"" released?","When was D. W. Griffith's short film ""The Mistake"" released?",1913-01-01,79,9
short_film,D. W. Griffith,The Modern Prodigal,"When was the short film ""The Modern Prodigal"" released?","When was D. W. Griffith's short film ""The Modern Prodigal"" released?",1910-08-29,79,7
short_film,D. W. Griffith,The Mountaineer's Honor,"When was the short film ""The Mountaineer's Honor"" released?","When was D. W. Griffith's short film ""The Mountaineer's Honor"" released?",1909-01-01,79,2
short_film,D. W. Griffith,The Necklace,"When was the short film ""The Necklace"" released?","When was D. W. Griffith's short film ""The Necklace"" released?",1909-01-01,79,2
short_film,D. W. Griffith,The New Dress,"When was the short film ""The New Dress"" released?","When was D. W. Griffith's short film ""The New Dress"" released?",1911-01-01,79,9
short_film,D. W. Griffith,The Newlyweds,"When was the short film ""The Newlyweds"" released?","When was D. W. Griffith's short film ""The Newlyweds"" released?",1910-01-01,79,3
short_film,D. W. Griffith,The Note in the Shoe,"When was the short film ""The Note in the Shoe"" released?","When was D. W. Griffith's short film ""The Note in the Shoe"" released?",1909-01-01,79,2
short_film,D. W. Griffith,The Oath and the Man,"When was the short film ""The Oath and the Man"" released?","When was D. W. Griffith's short film ""The Oath and the Man"" released?",1910-01-01,79,7
short_film,D. W. Griffith,The Oath And The Man: A Story Of The French Revolution,"When was the short film ""The Oath And The Man: A Story Of The French Revolution"" released?","When was D. W. Griffith's short film ""The Oath And The Man: A Story Of The French Revolution"" released?",1910-01-01,79,0
short_film,D. W. Griffith,The Odalisque,"When was the short film ""The Odalisque"" released?","When was D. W. Griffith's short film ""The Odalisque"" released?",1914-01-01,79,1
short_film,D. W. Griffith,The Old Actor,"When was the short film ""The Old Actor"" released?","When was D. W. Griffith's short film ""The Old Actor"" released?",1912-01-01,79,2
short_film,D. W. Griffith,The Old Confectioner's Mistake,"When was the short film ""The Old Confectioner's Mistake"" released?","When was D. W. Griffith's short film ""The Old Confectioner's Mistake"" released?",1911-01-01,79,2
short_film,D. W. Griffith,The Open Gate,"When was the short film ""The Open Gate"" released?","When was D. W. Griffith's short film ""The Open Gate"" released?",1909-01-01,79,2
short_film,D. W. Griffith,The Peachbasket Hat,"When was the short film ""The Peachbasket Hat"" released?","When was D. W. Griffith's short film ""The Peachbasket Hat"" released?",1909-01-01,79,2
short_film,D. W. Griffith,The Perfidy of Mary,"When was the short film ""The Perfidy of Mary"" released?","When was D. W. Griffith's short film ""The Perfidy of Mary"" released?",1913-01-01,79,9
short_film,D. W. Griffith,The Poor Sick Men,"When was the short film ""The Poor Sick Men"" released?","When was D. W. Griffith's short film ""The Poor Sick Men"" released?",1911-01-01,79,2
short_film,D. W. Griffith,The Primal Call,"When was the short film ""The Primal Call"" released?","When was D. W. Griffith's short film ""The Primal Call"" released?",1911-01-01,79,8
short_film,D. W. Griffith,The Purgation,"When was the short film ""The Purgation"" released?","When was D. W. Griffith's short film ""The Purgation"" released?",1910-01-01,79,2
